序号,接口表名,数据类别,id,biz_unique_id,app_group_id,app_group_name,top_group_code,achievement_code,achievement_provider,achievement_desc,achievement_type,apply_industry,served_scene,online_time,create_time,update_time,del_status,favorited,来源接口
58,DATA_INNOVATION,创新成果-数据创新成果,593,664,32,API产品,DATA,货车车险风控评分模型,贵州数据宝网络科技有限公司,本产品为货车的综合车险风控评分模型，覆盖货车保险核保和定价的主要风险评估需求。模型整合通行、载重、路线、时段等多维度特征，输出风险评分和等级，支持差异化的货车保险定价策略。,API产品,"F,J,L,M,S",,2026-08-14 09:42:40,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
59,DATA_INNOVATION,创新成果-数据创新成果,594,663,32,API产品,DATA,高速车辆行驶查询（按收费站）,贵州数据宝网络科技有限公司,本产品按收费站维度查询车辆的高速行驶记录。在车险理赔中，按收费站筛选可快速定位车辆在某区域的通行记录，为事故地点核实提供依据。,API产品,"F,J,L,M,S",,2026-08-14 09:40:46,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
60,DATA_INNOVATION,创新成果-数据创新成果,595,662,32,API产品,DATA,车险反欺诈（5吨以下非营业货车）,贵州数据宝网络科技有限公司,本产品针对5吨以下非营业货车提供车险反欺诈服务。小型货车在理赔中的虚构事故、夸大损失等欺诈行为较为常见，该产品通过多维度数据分析识别异常理赔模式。,API产品,"F,J,L,M,S",,2026-08-14 09:34:38,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
61,DATA_INNOVATION,创新成果-数据创新成果,596,661,32,API产品,DATA,客货车全量因子,贵州数据宝网络科技有限公司,本产品输出客货车风险评分模型的全部因子（包含数十个特征变量）。在车险精算建模中，全量因子为深入理解评分驱动因素和模型可解释性提供了充分的数据基础。,API产品,"F,J,L,M,S",,2026-08-14 09:32:32,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
62,DATA_INNOVATION,创新成果-数据创新成果,597,660,32,API产品,DATA,货车车险风控评分模型-保险区看板,贵州数据宝网络科技有限公司,本产品为货车车险风控评分模型的保险区可视化看板，提供评分分布、风险热力图等。为保险公司管理层和精算团队提供货车保险业务的全局风险视图。,API产品,"F,J,L,M,S",,2026-08-14 09:30:30,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
63,DATA_INNOVATION,创新成果-数据创新成果,598,659,32,API产品,DATA,客车车险模型H5,贵州数据宝网络科技有限公司,本产品为客车车险风险模型H5版本，支持在H5页面中快速调用评分。在车险代理前端，H5版本的轻量级评分可实现实时报价中的风险快速判断。,API产品,"F,J,L,M,S",,2026-08-14 09:27:45,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
64,DATA_INNOVATION,创新成果-数据创新成果,599,657,32,API产品,DATA,高速车辆出入口地区频次TOP20,贵州数据宝网络科技有限公司,本产品统计车辆在高速公路出入口地区的频次排名TOP20。在货车保险中，常跑路线涉及的地域风险特征（如山区路段、拥堵路段等）影响事故概率。,API产品,"F,J,L,M,S",,2026-08-14 09:19:46,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
65,DATA_INNOVATION,创新成果-数据创新成果,600,656,32,API产品,DATA,新能源汽车动力电池综合评分-保险定制,贵州数据宝网络科技有限公司,本产品为保险定制的新能源汽车动力电池综合评分。在V2基础上整合更多维度，为新能源车险提供全生命周期风险评估。某保险公司基于该评分实现赔付率改善。,API产品,"F,G,I,J,L",,2026-08-14 09:19:09,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
66,DATA_INNOVATION,创新成果-数据创新成果,601,655,32,API产品,DATA,高速货车运力指数（上路时长排名）,贵州数据宝网络科技有限公司,本产品基于高速通行数据计算货车的上路时长排名运力指数。上路时长反映车辆的运营强度，运营强度越高的车辆驾驶员疲劳风险越大。,API产品,"F,J,L,M,S",,2026-08-14 09:16:40,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
67,DATA_INNOVATION,创新成果-数据创新成果,602,654,32,API产品,DATA,新能源汽车动力电池健康评分-保险定制V2,贵州数据宝网络科技有限公司,本产品为保险场景定制的新能源汽车动力电池健康评分V2版。结合电池容量衰减、充放电效率和历史异常记录，输出综合健康评分，为新能源车险的差异化定价提供核心参考维度。,API产品,"F,G,I,J,L",,2026-08-14 09:15:20,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
68,DATA_INNOVATION,创新成果-数据创新成果,603,653,32,API产品,DATA,零排放车辆风险预警V2,贵州数据宝网络科技有限公司,本产品为零排放车辆风险预警V2升级版，扩大数据覆盖面并优化预警算法。随着电动车保有量快速增长，V2版提升了电池热失控等重大风险的早期识别能力。,API产品,"F,G,I,J,L",,2026-08-14 09:11:57,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
69,DATA_INNOVATION,创新成果-数据创新成果,604,652,32,API产品,DATA,零排放车辆风险预警,贵州数据宝网络科技有限公司,本产品为零排放车辆（纯电动车）提供专属风险预警服务。电动车的三电系统故障模式与传统燃油车不同，专属风险模型识别电池故障、充电安全等新能源特有风险。,API产品,"F,G,I,J,L",,2026-08-14 09:09:25,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
70,DATA_INNOVATION,创新成果-数据创新成果,605,651,32,API产品,DATA,新能源汽车动力电池检测,贵州数据宝网络科技有限公司,本产品提供新能源车辆动力电池综合检测，包括电池容量、健康度、充放电循环等。电池老化增加自燃风险，SOH低于80%的车辆出险率显著偏高。某保险公司将电池检测纳入新能源车险评估体系。,API产品,"F,G,I,J,L",,2026-08-14 09:07:01,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
71,DATA_INNOVATION,创新成果-数据创新成果,606,650,32,API产品,DATA,车辆轨迹核验V2,贵州数据宝网络科技有限公司,本产品为车辆轨迹核验V2版本。在车险理赔中，通过事故前后轨迹还原判断事故发生的合理性，为理赔审核提供客观佐证。,API产品,"F,J,I,L",,2026-08-14 09:05:05,2026-08-15 02:01:13,2026-08-15 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
72,DATA_INNOVATION,创新成果-数据创新成果,432,649,32,API产品,DATA,全国车辆配置查验-HYX定制,贵州数据宝网络科技有限公司,"本产品为HYX客户定制的车辆配置查询方案，针对车险业务场景优化了返回字段和数据格式。定制化接口减少了不必要的数据传输，在车险批量核保中效率更高。
",API产品,"G,J,I,L",,2026-08-13 16:50:26,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
73,DATA_INNOVATION,创新成果-数据创新成果,433,648,32,API产品,DATA,全国车辆配置查验（长&宽&高）,贵州数据宝网络科技有限公司,"本产品通过VIN码或车牌查询车辆的长宽高尺寸参数。在车险中，车辆尺寸影响事故严重程度和维修成本，大型车辆的人伤赔付金额和维修工时均更高。某保险公司将车辆尺寸纳入定价因子，提升了风险区分能力。
",API产品,"G,I,J,L",,2026-08-13 16:48:36,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
74,DATA_INNOVATION,创新成果-数据创新成果,434,647,32,API产品,DATA,非税票据清单明细,贵州数据宝网络科技有限公司,"本产品提供非税票据的清单明细查询，支持按时间、医院、项目类型等多维度检索。在健康险年度理赔汇总分析中，为精算和产品定价提供详细的费用结构数据。
",API产品,"J,Q",,2026-08-13 16:46:22,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
75,DATA_INNOVATION,创新成果-数据创新成果,435,646,32,API产品,DATA,非税票据核验,贵州数据宝网络科技有限公司,"本产品针对非税医疗票据（自费部分、体检报告等）进行核验。在商业健康险补充医保的理赔中，非税票据同样是重要的理赔凭证，核验其真实性有助于全面防范理赔欺诈。
",API产品,"J,Q",,2026-08-13 16:44:34,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
76,DATA_INNOVATION,创新成果-数据创新成果,436,645,32,API产品,DATA,票据五要素核验,贵州数据宝网络科技有限公司,"本产品提供医疗票据五要素（医院名称、日期、金额、项目、患者姓名）综合核验。在健康险理赔中，五要素的一致性校验可发现票据篡改和信息不一致的异常案件。
",API产品,"J,Q",,2026-08-13 16:42:53,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
77,DATA_INNOVATION,创新成果-数据创新成果,437,644,32,API产品,DATA,风险筛查,贵州数据宝网络科技有限公司,"本产品为综合医疗风险筛查接口，在健康险核保和理赔中提供多维风险评估。整合就诊频率、科室分布、用药记录等维度，输出综合风险评分。
",API产品,"J,Q",,2026-08-13 16:40:55,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
78,DATA_INNOVATION,创新成果-数据创新成果,438,643,32,API产品,DATA,就诊推断V1,贵州数据宝网络科技有限公司,"本产品基于就诊记录推断个人健康状况和潜在疾病风险。在健康险自动核保中，就诊推断弥补了客户健康告知的信息缺口，为核保决策提供数据支撑。
",API产品,"J,Q",,2026-08-13 16:38:59,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
79,DATA_INNOVATION,创新成果-数据创新成果,439,642,32,API产品,DATA,医疗疾病风险筛查,贵州数据宝网络科技有限公司,"本产品基于医疗就诊数据筛查个人疾病风险，在健康险核保中提供客观的既往健康状况评估。相比客户自我申报，医疗数据更加客观全面，有效减少逆选择。赔付率下降约2.9个百分点。
",API产品,"J,Q",,2026-08-13 16:36:22,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
80,DATA_INNOVATION,创新成果-数据创新成果,440,641,32,API产品,DATA,就诊票据核验,贵州数据宝网络科技有限公司,"本产品核验医疗就诊票据的真实性，对接医保和医院票据数据源。在健康险理赔审核中，假票据是欺诈重灾区，该接口自动验证票据真伪，某健康险公司接入后假票据识别率提升至98%以上。
",API产品,"J,Q",,2026-08-13 16:34:47,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
81,DATA_INNOVATION,创新成果-数据创新成果,441,639,32,API产品,DATA,客户价值评分G（工资+近一年平均工资）,贵州数据宝网络科技有限公司,"本产品基于工资数据和近一年平均工资水平评估客户价值。工资水平直接反映客户保费支付能力，在保险产品额度审批和分期方案设计中作为核心参考变量。
",API产品,"I,F,K",,2026-08-13 16:29:25,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
82,DATA_INNOVATION,创新成果-数据创新成果,442,638,32,API产品,DATA,客户价值评分F（个税+近一年逾期）,贵州数据宝网络科技有限公司,"本产品综合个税数据和近一年金融逾期记录，聚焦近期信用行为变化。在保险续保评估中，近期逾期行为比历史逾期更具预警价值，帮助保险公司识别信用恶化的早期信号。
",API产品,"J,F,K",,2026-08-13 16:27:28,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
83,DATA_INNOVATION,创新成果-数据创新成果,443,637,32,API产品,DATA,客户价值评分E（个税+金融逾期）,贵州数据宝网络科技有限公司,"本产品综合个税数据和金融逾期记录的双维度客户价值评分。个税验证收入水平、逾期反映信用行为，双维度交叉分析有助于识别“高收入低信用”的特殊客户群体。
",API产品,"J,F,K",,2026-08-13 16:25:08,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
84,DATA_INNOVATION,创新成果-数据创新成果,444,636,32,API产品,DATA,客户价值评分D（银行流水）,贵州数据宝网络科技有限公司,"本产品基于银行流水数据评估客户价值，从实际收支角度反映经济能力。银行流水是最真实的收入和支出记录，比单一维度推断更可靠。在大额保单财务核保中提供独立验证。
",API产品,"J,F,K",,2026-08-13 16:23:00,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
85,DATA_INNOVATION,创新成果-数据创新成果,445,635,32,API产品,DATA,客户价值评分C（社保+金融逾期）,贵州数据宝网络科技有限公司,"本产品综合社保数据和金融逾期记录评估客户价值，在收入评估基础上叠加信用维度。在保费分期和信用支付场景中，多维评分提供更全面的客户还款能力判断。
",API产品,"J,F,K",,2026-08-13 16:19:08,2026-08-14 02:01:13,2026-08-14 02:01:13,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
