序号,接口表名,数据类别,id,biz_unique_id,data_code,data_name,dept_name,service_type,is_shared,is_open,sample_data_json,sample_data_keyword,data_url,create_time,update_time,data_time,del_status,valid_status,visit_count,domain_name,domain_type,organation_name,data_subject,favorited,来源接口
3151,GOV_DATA,数字资源-政府侧数据,7772,BC-AE-AD-AA,BC-AE-AD-AA,国有资本经营决算数据,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""决算报送市财政局完成情况"":""未报送"",""年度"":""2019""},{""决算报送市财政局完成情况"":""报送中"",""年度"":""2020""}]",未报送。年度；报送中。年度,,2026-06-05 18:33:50,2026-07-08 11:28:27,2016-01-01 00:00:00,0,0,0,财税金融,经济发展类,国有资本经营预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3152,GOV_DATA,数字资源-政府侧数据,7771,BC-AN-AB-AA,BC-AN-AB-AA,区国资监管机构名录,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""单位"":""石景山区国资委"",""值班电话"":""010-72822282"",""地址"":""北京市平谷区朝阳门内大街147号"",""传真电话"":""010-89513951"",""电子邮箱"":""赵静*@beijing.gov.cn"",""邮编"":""100120""},{""单位"":""海淀区国资委"",""值班电话"":""010-92864286"",""地址"":""北京市海淀区复兴门外大街194号"",""传真电话"":""010-78467846"",""电子邮箱"":""沈立*@bj.gov.cn"",""邮编"":""100031""}]",石景山区国资委。010-72822282。北京市平谷区朝阳门内大街147号。010-89513951。赵静@beijing.gov.cn。邮编；海淀区国资委。010-92864286。北京市海淀区复兴门外大街194号。010-78467846。沈立新@bj.gov.cn。邮编,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,机构团体,政务核心类,综合处,"个人类数据资源,法人类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3153,GOV_DATA,数字资源-政府侧数据,7770,BC-AU-AD-AB,BC-AU-AD-AB,市国资委党委年度巡查企业数量及名单,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""巡察企业"":""北京首旅酒店（集团）有限公司"",""统一社会信用代码"":""914QD38H4182079AA2"",""巡察时间"":""2024-12-17"",""编号"":""BC97505""},{""巡察企业"":""北京市国有资产经营有限责任公司"",""统一社会信用代码"":""91K41PX710PD3Q69AJ"",""巡察时间"":""2024-10-05"",""编号"":""BC48848""}]",北京首旅酒店（集团）有限公司。914QD38H4182079AA2。巡察时间。BC97505；北京市国有资产经营有限责任公司。91K41PX710PD3Q69AJ。巡察时间。BC48848,,2026-06-05 18:33:50,2026-07-08 11:28:27,2022-07-01 00:00:00,0,0,0,审计监督,政务核心类,党委巡察工作办公室,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3154,GOV_DATA,数字资源-政府侧数据,7769,BC-AK-AA-AD,BC-AK-AA-AD,市管企业产权结构,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""产权层级"":""一级"",""统一社会信用代码"":""91GK48RE3GBJCAJLLL"",""企业名称"":""首钢集团有限公司""},{""产权层级"":""二级"",""统一社会信用代码"":""91T6QXNMW7HCARETNW"",""企业名称"":""北京祥龙资产经营有限责任公司""}]",一级。91GK48RE3GBJCAJLLL。首钢集团有限公司；二级。91T6QXNMW7HCARETNW。北京祥龙资产经营有限责任公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-03-02 09:58:06,0,0,0,工业农业,经济发展类,信息化工作处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3155,GOV_DATA,数字资源-政府侧数据,7768,BC-AL-AF-AB,BC-AL-AF-AB,市管企业主要负责人平均薪酬(汇总数),北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""备注"":""无"",""平均薪酬"":""76万元"",""人数"":""74"",""时间"":""2022-01-16"",""编号"":""BC95800""},{""备注"":""详见附件"",""平均薪酬"":""72万元"",""人数"":""125"",""时间"":""2020-12-06"",""编号"":""BC28315""}]",无。76万元。人数。时间。BC95800；详见附件。72万元。人数。时间。BC28315,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-07-02 11:50:17,0,0,0,工业农业,经济发展类,业绩考核处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3156,GOV_DATA,数字资源-政府侧数据,7767,BC-AG-AJ-AA,BC-AG-AJ-AA,市管企业办医疗机构名单,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""医疗机构名称"":""北京积水潭医院"",""一级企业名称"":""北京积水潭医院"",""深化改革路径"":""实行属地化改革""},{""医疗机构名称"":""北京儿童医院"",""一级企业名称"":""北京朝阳医院"",""深化改革路径"":""移交属地管理""}]",北京积水潭医院。北京积水潭医院。实行属地化改革；北京儿童医院。北京朝阳医院。移交属地管理,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-02-01 00:00:00,0,0,0,机构团体,政务核心类,企业改组处(北京市企业兼并破产和职工再就业工作办公室),法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3157,GOV_DATA,数字资源-政府侧数据,7766,BC-AL-AD-AA,BC-AL-AD-AA,劳动用工和收入分配规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名"":""北京市国资委关于深化市管企业负责人薪酬制度改革的意见"",""文号"":""国资改革〔2020〕52号""},{""文件名"":""北京市国资委关于深化市管企业负责人薪酬制度改革的意见（续）"",""文号"":""京国资〔2023〕751号""}]",北京市国资委关于深化市管企业负责人薪酬制度改革的意见。国资改革〔2020〕52号；北京市国资委关于深化市管企业负责人薪酬制度改革的意见（续）。京国资〔2023〕751号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,政务管理,政务核心类,业绩考核处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3158,GOV_DATA,数字资源-政府侧数据,7765,BC-AL-AL-AB,BC-AL-AL-AB,市管企业年金管理工作情况,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""市管企业年金管理工作情况"":""市管企业年金制度覆盖率达90%以上，基金运行平稳"",""日期"":""2021-12-05"",""编号"":""BC37990""},{""市管企业年金管理工作情况"":""持续推进企业年金规范管理，确保年金资金安全"",""日期"":""2021-10-08"",""编号"":""BC28462""}]",市管企业年金制度覆盖率达90%以上，基金运行平稳。日期。BC37990；持续推进企业年金规范管理，确保年金资金安全。日期。BC28462,,2026-06-05 18:33:50,2026-07-08 11:28:27,2021-12-01 00:00:00,0,0,0,工业农业,经济发展类,业绩考核处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3159,GOV_DATA,数字资源-政府侧数据,7764,BC-AR-AB-AA,BC-AR-AB-AA,市国资委工作报告,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""报告文本"":""根据年度工作安排，现将工作报告如下。""},{""报告文本"":""本年度各项工作取得积极进展，现将有关情况汇报。""}]",根据年度工作安排，现将工作报告如下。；本年度各项工作取得积极进展，现将有关情况汇报。,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,财税金融,经济发展类,研究室（全面深化市属国资国企改革工作办公室）,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3160,GOV_DATA,数字资源-政府侧数据,7763,BC-AV-AD-AB,BC-AV-AD-AB,国企引进人才,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""备注"":""无"",""入选北京项目人数"":""28"",""入选国家项目人数"":""288"",""业务产生时间"":""2024-06-23 03:09:00"",""更新时间"":""2024-12-17 18:01:00""},{""备注"":""详见附件"",""入选北京项目人数"":""188"",""入选国家项目人数"":""112"",""业务产生时间"":""2021-10-15 15:35:00"",""更新时间"":""2021-11-22 12:44:00""}]",无。入选北京项目人数。入选国家项目人数。业务产生时间。更新时间；详见附件。入选北京项目人数。入选国家项目人数。业务产生时间。更新时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2022-04-01 00:00:00,0,0,0,财税金融,经济发展类,企业人才处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3161,GOV_DATA,数字资源-政府侧数据,7762,BC-AF-AM-AC,BC-AF-AM-AC,国企改革“双百行动”及“百户科技型企业深化市场化改革提升自主创新能力专项行动”企业名单,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""备注"":""无"",""性质"":""国有参股"",""企业名称"":""北京京城机电控股有限责任公司"",""时间"":""2023-03-17"",""编号"":""BC49260"",""统一社会信用代码"":""91410FKWNWEBAARETN""},{""备注"":""详见附件"",""性质"":""国有独资"",""企业名称"":""北京首创集团有限公司"",""时间"":""2019-09-06"",""编号"":""BC67516"",""统一社会信用代码"":""9179AA2P59H4828RXF""}]",无。国有参股。北京京城机电控股有限责任公司。时间。BC49260。91410FKWNWEBAARETN；详见附件。国有独资。北京首创集团有限公司。时间。BC67516。9179AA2P59H4828RXF,,2026-06-05 18:33:50,2026-07-08 11:28:27,2022-12-01 00:00:00,0,0,0,科技创新,经济发展类,企业改革处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3162,GOV_DATA,数字资源-政府侧数据,7761,BC-AL-AB-AA,BC-AL-AB-AA,市管企业经营业绩考核相关文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文号"":""京政国资〔2024〕754号"",""政策文件名称"":""关于深化市管企业经营业绩考核改革的若干意见""},{""文号"":""国资产权〔2024〕603号"",""政策文件名称"":""市管企业负责人经营业绩考核办法实施细则""}]",京政国资〔2024〕754号。关于深化市管企业经营业绩考核改革的若干意见；国资产权〔2024〕603号。市管企业负责人经营业绩考核办法实施细则,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 14:21:29,0,0,0,政务管理,政务核心类,业绩考核处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3163,GOV_DATA,数字资源-政府侧数据,7760,BC-AJ-AB-AA,BC-AJ-AB-AA,国有企业信访数据,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""年度"":""2021"",""诉求分类"":""教育问题"",""信访件数"":""259""},{""年度"":""2022"",""诉求分类"":""住房问题"",""信访件数"":""193""}]",年度。教育问题。信访件数；年度。住房问题。信访件数,,2026-06-05 18:33:50,2026-07-08 11:28:27,1994-01-01 00:00:00,0,0,0,政务管理,政务核心类,信访工作处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3164,GOV_DATA,数字资源-政府侧数据,7759,BC-AQ-AC-AC,BC-AQ-AC-AC,一般公共预算财政拨款基本支出表,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,是,"[{""公用经费"":""28016.0"",""人员经费"":""36325.0"",""总计"":""30445.0"",""部门支出经济分类科目"":""一般公共服务支出"",""政府支出经济分类科目"":""资源勘探信息等支出""},{""公用经费"":""39317.0"",""人员经费"":""36727.0"",""总计"":""3372.0"",""部门支出经济分类科目"":""资源勘探信息等支出"",""政府支出经济分类科目"":""教育支出""}]",公用经费。人员经费。总计。一般公共服务支出。资源勘探信息等支出；公用经费。人员经费。总计。资源勘探信息等支出。教育支出,http://data.beijing.gov.cn/zyml/ajg/sgzw/7f128200d9224d589db32c7aa1b58ff3.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-05-29 15:14:32,0,0,0,财税金融,经济发展类,办公室（党委办公室）,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3165,GOV_DATA,数字资源-政府侧数据,7758,BC-AQ-AC-AE,BC-AQ-AC-AE,一般公共预算财政拨款支出表,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,是,"[{""扣除发改委基建后预算数"":""12922.0"",""项目支出"":""25867.0"",""基本支出"":""25623.0"",""2022年预算数年初预算数小计"":""49271.0"",""单位名称"":""研究室"",""科目名称"":""交通运输支出"",""功能分类科目科目编码"":""KM09971""},{""扣除发改委基建后预算数"":""21960.0"",""项目支出"":""4875.0"",""基本支出"":""37274.0"",""2022年预算数年初预算数小计"":""12021.0"",""单位名称"":""监督处"",""科目名称"":""国有资本经营预算支出"",""功能分类科目科目编码"":""KM61183""}]",扣除发改委基建后预算数。项目支出。基本支出。2022年预算数年初预算数小计。研究室。交通运输支出。KM09971；扣除发改委基建后预算数。项目支出。基本支出。2022年预算数年初预算数小计。监督处。国有资本经营预算支出。KM61183,http://data.beijing.gov.cn/zyml/ajg/sgzw/51b04d07d4184019b96f213dee72033a.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-05-29 15:20:36,0,0,0,财税金融,经济发展类,办公室（党委办公室）,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3166,GOV_DATA,数字资源-政府侧数据,7757,BC-BC-AA-AB,BC-BC-AA-AB,市管企业“三重一大”决策运行会议信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""数量"":""5"",""会议类型"":""董事会"",""时间"":""2019-07-16""},{""数量"":""20"",""会议类型"":""专题会"",""时间"":""2024-08-16""}]",数量。董事会。时间；数量。专题会。时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-01-26 17:02:18,0,0,0,政务管理,政务核心类,党建工作办公室,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3167,GOV_DATA,数字资源-政府侧数据,7756,BC-AE-AE-AA,BC-AE-AE-AA,国有资本经营预算支出信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""科目名称"":""社会保障和就业支出"",""科目编码"":""223"",""项目支出（万元）"":""2615.0""},{""科目名称"":""社会保障和就业支出（续）"",""科目编码"":""214"",""项目支出（万元）"":""4485.0""}]",社会保障和就业支出。科目编码。项目支出（万元）；社会保障和就业支出（续）。科目编码。项目支出（万元）,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 11:12:29,0,0,0,财税金融,经济发展类,国有资本经营预算处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3168,GOV_DATA,数字资源-政府侧数据,7755,BC-AL-AL-AA,BC-AL-AL-AA,年金制度规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名"":""关于规范市管企业年金管理的指导意见"",""文号"":""国资产权〔2022〕859号""},{""文件名"":""关于进一步完善市管企业年金制度的意见"",""文号"":""京政国资〔2024〕235号""}]",关于规范市管企业年金管理的指导意见。国资产权〔2022〕859号；关于进一步完善市管企业年金制度的意见。京政国资〔2024〕235号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 15:10:12,0,0,0,政务管理,政务核心类,业绩考核处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
